From	To
P23368	9606.ENSP00000321070
Q13617	9606.ENSP00000444856
Q8IXN7	9606.ENSP00000414330
Q92556	9606.ENSP00000312185
P17405	9606.ENSP00000340409
A8MVW0	9606.ENSP00000293443
P07437	9606.ENSP00000339001
Q92843	9606.ENSP00000250405
P62249	9606.ENSP00000251453
Q6ZMU5	9606.ENSP00000312675
Q9Y2B0	9606.ENSP00000273308
P20908	9606.ENSP00000360882
Q6P4Q7	9606.ENSP00000366275
Q9HB07	9606.ENSP00000267103
Q9UIA9	9606.ENSP00000252512
Q86VR2	9606.ENSP00000309432
Q8N442	9606.ENSP00000281543
Q14699	9606.ENSP00000334153
P22681	9606.ENSP00000264033
Q96KQ7	9606.ENSP00000364678
Q16773	9606.ENSP00000399415
Q86TG7	9606.ENSP00000418944
O14732	9606.ENSP00000269159
Q9NPA8	9606.ENSP00000429986
Q9BQ95	9606.ENSP00000270517
P16435	9606.ENSP00000419970
Q6UWP2	9606.ENSP00000482704
Q9NX46	9606.ENSP00000362273
Q16531	9606.ENSP00000301764
O95182	9606.ENSP00000301457
O43143	9606.ENSP00000336741
Q14574	9606.ENSP00000353608
Q14344	9606.ENSP00000400717
Q8WU76	9606.ENSP00000384182
P43243	9606.ENSP00000354346
Q96IR7	9606.ENSP00000335060
Q5UIP0	9606.ENSP00000243326
Q15154	9606.ENSP00000327077
P56945	9606.ENSP00000391669
O75496	9606.ENSP00000230056
Q8N4Y2	9606.ENSP00000435299
Q9NY33	9606.ENSP00000353701
P07196	9606.ENSP00000482169
Q14691	9606.ENSP00000262460
O00186	9606.ENSP00000359025
P00450	9606.ENSP00000264613
P81274	9606.ENSP00000385510
Q15811	9606.ENSP00000370719
Q92882	9606.ENSP00000340836
O14641	9606.ENSP00000005340
Q03135	9606.ENSP00000339191
Q92541	9606.ENSP00000374280
Q9NPF4	9606.ENSP00000206542
Q9BV36	9606.ENSP00000264605
Q9UK41	9606.ENSP00000366565
Q5SW79	9606.ENSP00000355500
Q9H2M9	9606.ENSP00000351832
Q9UNS2	9606.ENSP00000268717
P09471	9606.ENSP00000262494
Q9HCN8	9606.ENSP00000248958
Q99470	9606.ENSP00000247020
Q9BRS2	9606.ENSP00000369162
O60551	9606.ENSP00000367407
P17480	9606.ENSP00000302640
Q13576	9606.ENSP00000274364
Q9H0L4	9606.ENSP00000332444
P17980	9606.ENSP00000481029
Q9Y3C1	9606.ENSP00000480832
O14656	9606.ENSP00000345719
P05165	9606.ENSP00000365462
P78330	9606.ENSP00000378854
P04899	9606.ENSP00000312999
Q9Y4W2	9606.ENSP00000363944
Q9NUT2	9606.ENSP00000297504
O00746	9606.ENSP00000219479
P82930	9606.ENSP00000177742
Q16543	9606.ENSP00000222005
Q13438	9606.ENSP00000318165
Q9UEU0	9606.ENSP00000450731
Q15369	9606.ENSP00000478121
P12268	9606.ENSP00000321584
P98179	9606.ENSP00000365950
P49005	9606.ENSP00000480186
P20073	9606.ENSP00000362010
Q9BVG4	9606.ENSP00000362456
P82932	9606.ENSP00000382250
O43913	9606.ENSP00000297431
Q96A08	9606.ENSP00000274764
Q9Y6I3	9606.ENSP00000406209
P04271	9606.ENSP00000291700
P54819	9606.ENSP00000346921
Q96MF7	9606.ENSP00000287437
P47712	9606.ENSP00000356436
Q9Y5A7	9606.ENSP00000454264
Q6JBY9	9606.ENSP00000356828
Q9Y6M9	9606.ENSP00000276689
Q13547	9606.ENSP00000362649
O95359	9606.ENSP00000358001
Q9NSB2	9606.ENSP00000257951
O75431	9606.ENSP00000249442
Q96TA2	9606.ENSP00000318480
P40121	9606.ENSP00000263867
O75891	9606.ENSP00000273450
P21695	9606.ENSP00000301149
P22087	9606.ENSP00000221801
Q8NBL1	9606.ENSP00000295588
Q92786	9606.ENSP00000355925
Q9BQ75	9606.ENSP00000410396
Q9C0B1	9606.ENSP00000418823
P30048	9606.ENSP00000298510
P05186	9606.ENSP00000363973
Q06787	9606.ENSP00000359506
P30622	9606.ENSP00000479322
O60282	9606.ENSP00000393379
P09923	9606.ENSP00000295463
O75363	9606.ENSP00000379290
Q14534	9606.ENSP00000265896
O15156	9606.ENSP00000406286
P61006	9606.ENSP00000300935
Q93050	9606.ENSP00000264649
E9PRG8	9606.ENSP00000432523
Q68D91	9606.ENSP00000314776
P04626	9606.ENSP00000269571
Q99873	9606.ENSP00000406162
P25445	9606.ENSP00000347979
P30049	9606.ENSP00000215375
O00330	9606.ENSP00000227868
Q9UIQ6	9606.ENSP00000231368
Q8IUR7	9606.ENSP00000420333
Q9NZB8	9606.ENSP00000362282
Q9NS87	9606.ENSP00000324020
Q8WVV4	9606.ENSP00000262753
Q9BZF1	9606.ENSP00000261183
O75396	9606.ENSP00000463393
Q9H078	9606.ENSP00000294053
P30837	9606.ENSP00000366927
P08842	9606.ENSP00000217961
Q09161	9606.ENSP00000364289
Q13595	9606.ENSP00000297071
Q96ES7	9606.ENSP00000316114
Q14CN2	9606.ENSP00000359594
Q9UBU8	9606.ENSP00000331310
Q99700	9606.ENSP00000366843
Q7Z569	9606.ENSP00000403524
O60264	9606.ENSP00000283131
P23508	9606.ENSP00000386227
P78316	9606.ENSP00000405068
Q96B97	9606.ENSP00000380921
O60502	9606.ENSP00000354850
P47895	9606.ENSP00000332256
O75787	9606.ENSP00000367697
O95171	9606.ENSP00000302579
Q9Y5K6	9606.ENSP00000352264
Q9P0T7	9606.ENSP00000356301
Q53HL2	9606.ENSP00000362146
O00560	9606.ENSP00000260130
Q9UQC9	9606.ENSP00000359596
Q15147	9606.ENSP00000367762
Q9UJU2	9606.ENSP00000265165
Q13724	9606.ENSP00000233616
O00233	9606.ENSP00000440485
P21399	9606.ENSP00000309477
Q12796	9606.ENSP00000336931
Q9H6S3	9606.ENSP00000435585
Q8NBN7	9606.ENSP00000391121
Q7Z6J9	9606.ENSP00000327487
Q92620	9606.ENSP00000268482
Q9BU76	9606.ENSP00000272139
Q9Y3E5	9606.ENSP00000464327
O75695	9606.ENSP00000218340
Q86VZ4	9606.ENSP00000239367
Q9NX18	9606.ENSP00000301761
Q9UHL4	9606.ENSP00000360635
Q3ZCQ8	9606.ENSP00000445806
Q4V9L6	9606.ENSP00000376553
P39880	9606.ENSP00000353401
P00387	9606.ENSP00000354468
Q8N3E9	9606.ENSP00000479636
Q8IZH2	9606.ENSP00000264951
P50613	9606.ENSP00000256443
Q96RF0	9606.ENSP00000317332
P52566	9606.ENSP00000228945
P12755	9606.ENSP00000367797
O95436	9606.ENSP00000371483
P49721	9606.ENSP00000362334
O14530	9606.ENSP00000264255
Q9C0J8	9606.ENSP00000325377
Q96BW5	9606.ENSP00000367239
Q8TCU6	9606.ENSP00000361009
Q9BVM4	9606.ENSP00000365426
P50402	9606.ENSP00000358857
Q96KG9	9606.ENSP00000270176
Q8N7J2	9606.ENSP00000426528
P50225	9606.ENSP00000378972
Q9Y606	9606.ENSP00000365837
Q9Y5A9	9606.ENSP00000362918
Q6KB66	9606.ENSP00000378292
O75190	9606.ENSP00000262177
O95363	9606.ENSP00000316335
P49792	9606.ENSP00000283195
Q9HCK8	9606.ENSP00000382863
O94875	9606.ENSP00000347852
P11171	9606.ENSP00000345259
Q13015	9606.ENSP00000357917
Q06265	9606.ENSP00000368984
P16333	9606.ENSP00000417273
O94811	9606.ENSP00000353785
P50213	9606.ENSP00000299518
Q96K17	9606.ENSP00000360664
P20290	9606.ENSP00000369965
Q9NRL2	9606.ENSP00000353458
O95833	9606.ENSP00000419378
O94903	9606.ENSP00000333551
P41252	9606.ENSP00000364794
Q92841	9606.ENSP00000380033
Q86XE5	9606.ENSP00000359680
P30530	9606.ENSP00000301178
Q15003	9606.ENSP00000240423
Q9H0W9	9606.ENSP00000331209
Q9GZL7	9606.ENSP00000261015
P11216	9606.ENSP00000216962
P06737	9606.ENSP00000216392
Q6ZUJ8	9606.ENSP00000339826
P00966	9606.ENSP00000361471
P78406	9606.ENSP00000379182
Q07666	9606.ENSP00000313829
P41223	9606.ENSP00000386023
Q9UHG3	9606.ENSP00000387654
Q5RKV6	9606.ENSP00000398597
Q96G23	9606.ENSP00000271688
C9JI98	9606.ENSP00000416154
Q9NZZ3	9606.ENSP00000223500
Q9UMS6	9606.ENSP00000306015
O15296	9606.ENSP00000369530
O15460	9606.ENSP00000384999
A8MYA2	9606.ENSP00000480355
Q9P2Y4	9606.ENSP00000354206
Q9BYD1	9606.ENSP00000306548
O43602	9606.ENSP00000337697
Q8N3F8	9606.ENSP00000215957
Q13480	9606.ENSP00000262995
Q15642	9606.ENSP00000320117
Q9Y676	9606.ENSP00000259873
P23193	9606.ENSP00000428426
Q9HC36	9606.ENSP00000306080
P08779	9606.ENSP00000301653
O14558	9606.ENSP00000468057
Q9UIW2	9606.ENSP00000377061
Q9HB19	9606.ENSP00000482228
P02511	9606.ENSP00000433560
O15231	9606.ENSP00000440847
P28482	9606.ENSP00000215832
Q8WWZ3	9606.ENSP00000335076
P34741	9606.ENSP00000307046
Q9UGP8	9606.ENSP00000357998
Q8IZD4	9606.ENSP00000280665
O15479	9606.ENSP00000368273
Q8IUI8	9606.ENSP00000318804
P30086	9606.ENSP00000261313
P41214	9606.ENSP00000271764
Q8WW59	9606.ENSP00000338034
Q4ZIN3	9606.ENSP00000349087
P52594	9606.ENSP00000387282
Q13685	9606.ENSP00000248450
Q12974	9606.ENSP00000344909
Q9P287	9606.ENSP00000357748
Q9BRP4	9606.ENSP00000311665
Q13190	9606.ENSP00000294179
Q9P0W2	9606.ENSP00000328269
Q15334	9606.ENSP00000321537
Q9BQC3	9606.ENSP00000255108
P04439	9606.ENSP00000379873
P10321	9606.ENSP00000365402
P17693	9606.ENSP00000412927
P35713	9606.ENSP00000341815
P47914	9606.ENSP00000418868
Q96EK9	9606.ENSP00000360676
O43933	9606.ENSP00000248633
P49848	9606.ENSP00000399982
Q96MG7	9606.ENSP00000330694
Q99816	9606.ENSP00000251968
O00764	9606.ENSP00000291565
Q86UX2	9606.ENSP00000380333
Q15166	9606.ENSP00000265627
A6NDG6	9606.ENSP00000330918
P12036	9606.ENSP00000311997
Q9Y2Q5	9606.ENSP00000357288
Q86YV0	9606.ENSP00000341905
Q96BX8	9606.ENSP00000349575
Q99426	9606.ENSP00000221855
P42229	9606.ENSP00000341208
P55884	9606.ENSP00000354125
P51149	9606.ENSP00000265062
O15118	9606.ENSP00000269228
P14625	9606.ENSP00000299767
P13611	9606.ENSP00000265077
P46782	9606.ENSP00000472985
Q9NUL5	9606.ENSP00000253110
O94979	9606.ENSP00000378721
Q8WVJ2	9606.ENSP00000304854
Q9ULV0	9606.ENSP00000285039
Q63HN8	9606.ENSP00000464087
P56202	9606.ENSP00000311300
Q12905	9606.ENSP00000355011
P50336	9606.ENSP00000356978
Q8N5A5	9606.ENSP00000332013
O60664	9606.ENSP00000221957
O14745	9606.ENSP00000262613
Q8N9T8	9606.ENSP00000320917
Q9P031	9606.ENSP00000256151
Q8NCA5	9606.ENSP00000238823
P08311	9606.ENSP00000216336
P13637	9606.ENSP00000444688
P35754	9606.ENSP00000369314
Q9NX74	9606.ENSP00000455229
Q93008	9606.ENSP00000316357
Q15459	9606.ENSP00000215793
O94874	9606.ENSP00000358283
Q02809	9606.ENSP00000196061
P07947	9606.ENSP00000462468
O94927	9606.ENSP00000439056
O95834	9606.ENSP00000468312
Q6P996	9606.ENSP00000379691
Q13976	9606.ENSP00000363092
Q12849	9606.ENSP00000254799
Q96PY5	9606.ENSP00000288670
Q13867	9606.ENSP00000261714
Q96LB3	9606.ENSP00000404122
P61244	9606.ENSP00000351490
Q96RT1	9606.ENSP00000426632
Q9BX40	9606.ENSP00000279068
P02751	9606.ENSP00000346839
P57735	9606.ENSP00000354376
P15289	9606.ENSP00000216124
P32243	9606.ENSP00000343819
Q9NYP9	9606.ENSP00000290130
P42566	9606.ENSP00000360798
P52630	9606.ENSP00000315768
Q6P1N0	9606.ENSP00000313601
P12271	9606.ENSP00000268125
P54578	9606.ENSP00000261601
Q92734	9606.ENSP00000240851
P04792	9606.ENSP00000248553
Q9HBH1	9606.ENSP00000288022
Q6PID6	9606.ENSP00000338533
O00567	9606.ENSP00000370589
O14974	9606.ENSP00000389168
Q9NUV9	9606.ENSP00000255945
Q96MW5	9606.ENSP00000305459
Q13416	9606.ENSP00000234296
P62917	9606.ENSP00000262584
Q96P44	9606.ENSP00000244728
Q15477	9606.ENSP00000364543
O75940	9606.ENSP00000358616
O43159	9606.ENSP00000254605
Q05397	9606.ENSP00000341189
O75446	9606.ENSP00000296504
P54132	9606.ENSP00000347232
Q9Y4D1	9606.ENSP00000378557
Q9UBE0	9606.ENSP00000270225
Q8NE01	9606.ENSP00000305449
O00505	9606.ENSP00000261667
Q13459	9606.ENSP00000471457
P08123	9606.ENSP00000297268
Q9BTU6	9606.ENSP00000359665
P46019	9606.ENSP00000369274
Q8IY17	9606.ENSP00000407509
Q9NRR5	9606.ENSP00000357292
P50851	9606.ENSP00000349629
Q13951	9606.ENSP00000415151
O14828	9606.ENSP00000307275
O15126	9606.ENSP00000481022
Q9H4E7	9606.ENSP00000319831
P14314	9606.ENSP00000466134
O60299	9606.ENSP00000353496
P62072	9606.ENSP00000257245
Q6ZSJ8	9606.ENSP00000362133
P51571	9606.ENSP00000317331
O00622	9606.ENSP00000398736
Q9NYM9	9606.ENSP00000372210
P35236	9606.ENSP00000309116
Q15828	9606.ENSP00000311313
Q9UII2	9606.ENSP00000335203
Q8WUI4	9606.ENSP00000080059
Q969E2	9606.ENSP00000316007
Q29983	9606.ENSP00000413079
Q4L180	9606.ENSP00000346560
Q9P0V9	9606.ENSP00000380824
P49773	9606.ENSP00000304229
Q8TF05	9606.ENSP00000383402
Q9ULW8	9606.ENSP00000364609
Q96A19	9606.ENSP00000258214
Q9BT23	9606.ENSP00000259006
P10144	9606.ENSP00000216341
Q8WTR8	9606.ENSP00000270235
O95944	9606.ENSP00000362181
Q9HD34	9606.ENSP00000420026
P45974	9606.ENSP00000229268
Q86W42	9606.ENSP00000326531
Q86U44	9606.ENSP00000298717
Q9Y6K9	9606.ENSP00000483825
Q9BZ95	9606.ENSP00000313983
Q86VW0	9606.ENSP00000415332
P13647	9606.ENSP00000252242
O75558	9606.ENSP00000356540
P36543	9606.ENSP00000253413
Q8WX77	9606.ENSP00000366923
Q9NWA0	9606.ENSP00000268711
P31944	9606.ENSP00000393417
P60510	9606.ENSP00000279387
Q12874	9606.ENSP00000362110
Q9H467	9606.ENSP00000358953
Q13526	9606.ENSP00000247970
Q00688	9606.ENSP00000216330
Q8WV74	9606.ENSP00000365883
Q96GC5	9606.ENSP00000308717
Q9UMN6	9606.ENSP00000398837
P01037	9606.ENSP00000305731
P29317	9606.ENSP00000351209
Q13442	9606.ENSP00000222968
Q9BT22	9606.ENSP00000262374
P07384	9606.ENSP00000431984
P14091	9606.ENSP00000350911
Q9BZE3	9606.ENSP00000263610
Q7L190	9606.ENSP00000335306
P11137	9606.ENSP00000353508
Q96A33	9606.ENSP00000225726
P08670	9606.ENSP00000446007
P15374	9606.ENSP00000366819
P55327	9606.ENSP00000429309
Q9C0B0	9606.ENSP00000464893
Q9NV31	9606.ENSP00000326981
Q86UD0	9606.ENSP00000386348
Q9UBI6	9606.ENSP00000360021
Q9BRJ6	9606.ENSP00000380286
Q16658	9606.ENSP00000371798
Q9BYK8	9606.ENSP00000417401
P10515	9606.ENSP00000280346
Q9Y2J2	9606.ENSP00000343158
P17050	9606.ENSP00000379680
O60346	9606.ENSP00000262719
Q96CN7	9606.ENSP00000173527
Q96BK5	9606.ENSP00000318966
Q9NXV6	9606.ENSP00000427108
Q9H4G4	9606.ENSP00000367196
Q96HW7	9606.ENSP00000434466
Q9BZ23	9606.ENSP00000313377
O00418	9606.ENSP00000263026
Q5VWZ2	9606.ENSP00000355895
P21283	9606.ENSP00000379203
Q9H1P3	9606.ENSP00000316649
P52790	9606.ENSP00000292432
Q8TB61	9606.ENSP00000377401
Q9NYQ8	9606.ENSP00000261800
Q7L7X3	9606.ENSP00000261716
P56159	9606.ENSP00000347591
Q9Y2T3	9606.ENSP00000238018
Q96C23	9606.ENSP00000272252
Q14165	9606.ENSP00000228506
Q8N884	9606.ENSP00000359339
Q7L5N1	9606.ENSP00000304102
Q9BZZ5	9606.ENSP00000431391
P22392	9606.ENSP00000376886
Q14814	9606.ENSP00000271555
Q86YR5	9606.ENSP00000392828
Q9Y250	9606.ENSP00000370981
Q6ZSS7	9606.ENSP00000376141
Q99567	9606.ENSP00000458954
P01258	9606.ENSP00000331746
Q8N6T3	9606.ENSP00000314615
P10092	9606.ENSP00000433490
Q8NFF5	9606.ENSP00000292180
Q96CW1	9606.ENSP00000292807
Q9H6X2	9606.ENSP00000301945
O43237	9606.ENSP00000258198
Q8N307	9606.ENSP00000414350
Q12824	9606.ENSP00000263121
Q8WWY3	9606.ENSP00000324122
P56537	9606.ENSP00000363574
Q9H019	9606.ENSP00000363419
Q99956	9606.ENSP00000345853
Q96HD9	9606.ENSP00000255082
Q9UKE5	9606.ENSP00000399511
Q9NZ56	9606.ENSP00000318884
Q9BVC6	9606.ENSP00000227525
Q702N8	9606.ENSP00000343140
Q9UJS0	9606.ENSP00000400101
P48506	9606.ENSP00000229416
O00534	9606.ENSP00000407726
Q14249	9606.ENSP00000361725
Q01196	9606.ENSP00000300305
P78358	9606.ENSP00000332602
O15394	9606.ENSP00000383392
Q9NRA8	9606.ENSP00000380659
P82912	9606.ENSP00000317376
O15144	9606.ENSP00000295685
Q8TBF4	9606.ENSP00000266529
O00203	9606.ENSP00000255194
Q16594	9606.ENSP00000370193
Q5QJE6	9606.ENSP00000411010
P22748	9606.ENSP00000300900
P16284	9606.ENSP00000457421
Q8ND25	9606.ENSP00000335091
Q96BY6	9606.ENSP00000258390
Q6PCB5	9606.ENSP00000334040
Q7Z2W4	9606.ENSP00000242351
Q9BVG9	9606.ENSP00000308258
Q75N03	9606.ENSP00000401277
O15090	9606.ENSP00000347730
Q8ND82	9606.ENSP00000360017
Q07075	9606.ENSP00000265162
P14384	9606.ENSP00000448517
Q5T200	9606.ENSP00000282007
Q8TF74	9606.ENSP00000320924
P24534	9606.ENSP00000376056
Q8IXK0	9606.ENSP00000257118
Q9BRQ6	9606.ENSP00000290913
Q96S52	9606.ENSP00000309430
P13489	9606.ENSP00000433999
Q07002	9606.ENSP00000423665
P52292	9606.ENSP00000438483
P42226	9606.ENSP00000300134
Q9Y3Y2	9606.ENSP00000357679
Q92673	9606.ENSP00000260197
Q99986	9606.ENSP00000216639
Q8NBM4	9606.ENSP00000383911
Q15527	9606.ENSP00000361032
Q9HCM7	9606.ENSP00000396160
Q14677	9606.ENSP00000429824
Q5SRE5	9606.ENSP00000361658
Q8TB72	9606.ENSP00000338173
Q14558	9606.ENSP00000414624
O95571	9606.ENSP00000292147
Q96BD0	9606.ENSP00000217159
Q9BT09	9606.ENSP00000361926
Q9NSI2	9606.ENSP00000291634
Q02078	9606.ENSP00000346389
Q9H0E3	9606.ENSP00000350333
O15264	9606.ENSP00000211287
Q8N9M1	9606.ENSP00000463159
Q9P206	9606.ENSP00000383851
Q96KB5	9606.ENSP00000428489
Q9Y2V2	9606.ENSP00000379838
P56199	9606.ENSP00000282588
O60763	9606.ENSP00000444850
Q5EBL8	9606.ENSP00000239666
Q99961	9606.ENSP00000269886
Q9Y5V3	9606.ENSP00000364847
A5YKK6	9606.ENSP00000320949
O60934	9606.ENSP00000265433
Q05D32	9606.ENSP00000260327
Q8TF66	9606.ENSP00000413707
Q05932	9606.ENSP00000362344
Q6P4R8	9606.ENSP00000436926
Q5T5P2	9606.ENSP00000365637
O15143	9606.ENSP00000389631
Q9BVJ6	9606.ENSP00000377944
Q01581	9606.ENSP00000322706
Q15070	9606.ENSP00000483491
Q29980	9606.ENSP00000252229
P10909	9606.ENSP00000315130
Q96P11	9606.ENSP00000309126
Q9BXW6	9606.ENSP00000320291
Q8IZW8	9606.ENSP00000254051
Q9NWB6	9606.ENSP00000383059
O43665	9606.ENSP00000358099
Q01658	9606.ENSP00000359295
P42356	9606.ENSP00000255882
Q9UNZ2	9606.ENSP00000418529
P41743	9606.ENSP00000295797
P45954	9606.ENSP00000357873
Q8IWZ8	9606.ENSP00000247001
Q9H0C8	9606.ENSP00000254654
Q3V6T2	9606.ENSP00000338728
O14681	9606.ENSP00000278903
P52943	9606.ENSP00000426119
P16930	9606.ENSP00000385080
O96028	9606.ENSP00000372351
Q9UGM3	9606.ENSP00000357905
Q7KZI7	9606.ENSP00000385751
P27144	9606.ENSP00000378743
Q99653	9606.ENSP00000335632
Q7L8L6	9606.ENSP00000369618
Q92729	9606.ENSP00000334941
Q8NFH5	9606.ENSP00000295119
O00754	9606.ENSP00000395473
Q9P2M7	9606.ENSP00000271636
Q8IYJ3	9606.ENSP00000440704
P28290	9606.ENSP00000388731
P05771	9606.ENSP00000305355
Q05682	9606.ENSP00000354826
Q13561	9606.ENSP00000408910
Q6UX71	9606.ENSP00000366460
O43660	9606.ENSP00000424417
O15498	9606.ENSP00000223369
O76003	9606.ENSP00000357633
P35711	9606.ENSP00000398273
P61758	9606.ENSP00000286428
Q96E29	9606.ENSP00000287025
Q07065	9606.ENSP00000367265
Q8TEA8	9606.ENSP00000366672
Q8TCT1	9606.ENSP00000406909
Q00587	9606.ENSP00000249014
Q9UHN6	9606.ENSP00000366243
Q9NVG8	9606.ENSP00000361731
O15254	9606.ENSP00000348775
Q9HCE5	9606.ENSP00000373474
Q99640	9606.ENSP00000262300
P78386	9606.ENSP00000257901
Q16698	9606.ENSP00000220764
Q8IVL5	9606.ENSP00000316881
O43301	9606.ENSP00000358211
O00267	9606.ENSP00000470252
Q9H3H1	9606.ENSP00000321810
Q9Y2P8	9606.ENSP00000371169
Q96CN9	9606.ENSP00000318821
Q9BSL1	9606.ENSP00000360821
P29692	9606.ENSP00000410059
Q9BWF3	9606.ENSP00000386894
Q5VW32	9606.ENSP00000343742
Q9H9Q2	9606.ENSP00000362710
Q6W4X9	9606.ENSP00000406861
Q13188	9606.ENSP00000429744
Q13043	9606.ENSP00000361892
Q8IY26	9606.ENSP00000371307
P32119	9606.ENSP00000301522
P25789	9606.ENSP00000044462
P00750	9606.ENSP00000220809
Q9UK59	9606.ENSP00000260803
P48735	9606.ENSP00000331897
O75874	9606.ENSP00000390265
Q16774	9606.ENSP00000355689
Q9H981	9606.ENSP00000336842
O75157	9606.ENSP00000354543
P50749	9606.ENSP00000368710
Q969X6	9606.ENSP00000327179
P22059	9606.ENSP00000263847
Q15052	9606.ENSP00000250617
Q10472	9606.ENSP00000269195
Q99436	9606.ENSP00000259457
P02647	9606.ENSP00000236850
Q9NRG0	9606.ENSP00000220913
Q6NZI2	9606.ENSP00000349541
P31942	9606.ENSP00000265866
P55795	9606.ENSP00000361927
Q9BYD3	9606.ENSP00000253099
Q8IYB8	9606.ENSP00000352678
P00568	9606.ENSP00000362271
Q86Y82	9606.ENSP00000363054
Q9UL01	9606.ENSP00000332151
O95478	9606.ENSP00000483484
P57081	9606.ENSP00000381266
O00592	9606.ENSP00000367817
Q01484	9606.ENSP00000349588
Q92625	9606.ENSP00000353518
Q7Z7D3	9606.ENSP00000358470
Q9BZQ6	9606.ENSP00000318147
Q6NXG1	9606.ENSP00000405738
Q9NTZ6	9606.ENSP00000363228
P04259	9606.ENSP00000252252
Q9HA64	9606.ENSP00000269373
Q96PD2	9606.ENSP00000321573
Q6PL24	9606.ENSP00000216468
Q9UKJ3	9606.ENSP00000467556
Q8WWP7	9606.ENSP00000302833
O00566	9606.ENSP00000244230
P23921	9606.ENSP00000300738
Q8N9F7	9606.ENSP00000284116
Q9BXW7	9606.ENSP00000337358
Q6UX73	9606.ENSP00000324672
Q9UL63	9606.ENSP00000323527
Q99933	9606.ENSP00000420514
O14787	9606.ENSP00000407182
P35244	9606.ENSP00000223129
Q96AG4	9606.ENSP00000225972
Q9UI14	9606.ENSP00000222008
Q9UQN3	9606.ENSP00000263780
P23470	9606.ENSP00000418112
P13674	9606.ENSP00000263556
Q8NC60	9606.ENSP00000264230
Q7Z7G0	9606.ENSP00000284322
Q8WYQ5	9606.ENSP00000263209
Q8N1N4	9606.ENSP00000306261
Q9NWV4	9606.ENSP00000294360
Q9UPP1	9606.ENSP00000350676
Q9BQ51	9606.ENSP00000380855
Q9P1Z2	9606.ENSP00000449960
Q8IV56	9606.ENSP00000317836
Q06710	9606.ENSP00000263334
Q9Y6D6	9606.ENSP00000262215
Q9Y6D5	9606.ENSP00000360985
P49321	9606.ENSP00000255120
Q08623	9606.ENSP00000396452
Q96NB3	9606.ENSP00000354518
Q96AZ6	9606.ENSP00000306565
P40306	9606.ENSP00000351314
O75534	9606.ENSP00000481762
Q5NDL2	9606.ENSP00000373206
P51812	9606.ENSP00000368884
O43252	9606.ENSP00000265174
P61626	9606.ENSP00000261267
Q96P47	9606.ENSP00000380413
P04440	9606.ENSP00000408146
P14324	9606.ENSP00000349078
Q9NXF7	9606.ENSP00000371682
Q5VWQ8	9606.ENSP00000259371
O95167	9606.ENSP00000418438
P16104	9606.ENSP00000434024
Q9NQ50	9606.ENSP00000333401
Q8NC56	9606.ENSP00000293760
P51692	9606.ENSP00000293328
A0MZ66	9606.ENSP00000347532
P0C7P0	9606.ENSP00000483781
Q8IUH4	9606.ENSP00000400113
Q9P2Q2	9606.ENSP00000350032
Q9BXB5	9606.ENSP00000379804
Q15113	9606.ENSP00000223061
P09001	9606.ENSP00000264995
Q14118	9606.ENSP00000442600
Q7L591	9606.ENSP00000349727
Q96G74	9606.ENSP00000156084
Q9NW64	9606.ENSP00000199814
Q8IYB7	9606.ENSP00000315569
P42702	9606.ENSP00000263409
Q9Y5P4	9606.ENSP00000369862
Q5VTB9	9606.ENSP00000347548
Q13492	9606.ENSP00000377015
Q01543	9606.ENSP00000433488
Q8NC44	9606.ENSP00000395249
O75381	9606.ENSP00000349016
Q9BVV6	9606.ENSP00000346359
Q9NR46	9606.ENSP00000361634
Q9H0A8	9606.ENSP00000267935
Q9BY89	9606.ENSP00000351207
O95232	9606.ENSP00000425092
Q07973	9606.ENSP00000216862
P50552	9606.ENSP00000245932
Q00765	9606.ENSP00000368959
Q86VQ1	9606.ENSP00000223145
Q6NUM9	9606.ENSP00000295802
O95793	9606.ENSP00000360922
Q9H1E3	9606.ENSP00000356110
P61981	9606.ENSP00000306330
P02749	9606.ENSP00000205948
Q6PJG6	9606.ENSP00000339637
Q96GQ5	9606.ENSP00000317579
Q14123	9606.ENSP00000379496
Q7Z6M1	9606.ENSP00000362639
Q9BSA4	9606.ENSP00000269346
O75155	9606.ENSP00000387641
Q9NP92	9606.ENSP00000424328
P05549	9606.ENSP00000368924
O25119	85962.C694_01785
P12694	9606.ENSP00000269980
Q9BXM9	9606.ENSP00000417492
P62195	9606.ENSP00000310572
Q96IU4	9606.ENSP00000420065
Q9BUJ0	9606.ENSP00000273596
Q8NEY1	9606.ENSP00000356265
Q9UPN9	9606.ENSP00000351250
Q14781	9606.ENSP00000308750
Q8NCE2	9606.ENSP00000296003
Q8N271	9606.ENSP00000318270
O00159	9606.ENSP00000352834
Q9NVE7	9606.ENSP00000367727
P07711	9606.ENSP00000345344
Q9NNW5	9606.ENSP00000378857
Q8WU39	9606.ENSP00000303920
Q08AF3	9606.ENSP00000299977
Q9NXG2	9606.ENSP00000370741
Q9BYF1	9606.ENSP00000389326
Q9BQE3	9606.ENSP00000301072
P01042	9606.ENSP00000265023
Q99442	9606.ENSP00000337688
Q9Y2U8	9606.ENSP00000308369
O94973	9606.ENSP00000327694
O75366	9606.ENSP00000257861
Q9BRK5	9606.ENSP00000353094
Q99848	9606.ENSP00000407323
Q8TEM1	9606.ENSP00000254508
Q14108	9606.ENSP00000264896
P50281	9606.ENSP00000308208
