label,Iso_map,,,Random_Trees,,,t_sne,,,IsomapClustering,Random_TreesClustering,SpectralClustering,tSNEClustering,LouvainClustering
2944,-3.26391,-1.84957,-7.21061,14.07208,-0.09039,0.04969,5.324,2.01874,-9.00812,3,2,2,2,6
7234,0.37416,-0.64072,1.66037,14.00023,-0.07995,-0.00057,-1.46599,-4.26519,-6.4897,2,2,2,2,5
1486,-14.54838,-5.95101,-36.71199,13.52182,2.40749,-0.58191,2.93185,13.06897,-1.56033,3,2,2,1,3
3666,-4.43602,-2.24516,-10.11082,13.72498,2.30297,-0.56883,-3.1468,-0.24712,6.00865,3,2,1,1,4
5381,3.03894,0.23028,8.06788,14.07413,0.03047,0.379,-0.0205,5.33942,-1.04604,3,2,1,2,3
381,-17.64807,44.14334,-39.79126,13.79575,-0.19295,-0.6737,-9.4097,-10.20161,-1.03194,3,2,1,1,3
362,-6.86372,-3.07585,-16.20085,13.79492,0.52884,0.27314,1.6016,7.05363,-1.82766,3,2,1,1,5
7269,-0.67254,-0.98588,-0.87447,14.14056,-0.07877,-0.05902,4.07902,-6.69793,-3.94647,3,2,1,1,3
3061,3.52372,0.38774,9.22827,14.14056,-0.07877,-0.05902,-2.7633,3.01716,1.20159,3,2,2,1,3
6494,-5.06437,-2.45864,-11.67576,14.07087,-0.07642,-0.05152,-1.24134,-3.18794,2.66418,3,2,1,1,3
608,-8.87378,-3.77664,-21.34187,13.93386,0.05374,0.58868,-2.52402,-7.08652,0.85805,3,2,2,1,5
1083,-4.86382,-2.39039,-11.17548,14.07077,-0.1045,-0.1175,2.4689,8.16228,-17.26742,3,2,2,1,5
1364,-4.22524,-2.17378,-9.58751,13.72546,0.0506,0.35817,2.18626,-2.11015,4.41715,3,2,1,1,5
793,-3.66489,-1.98453,-8.20011,13.51447,0.44649,-0.22101,8.6455,-0.85114,2.67142,3,2,2,1,3
108,-0.21916,-0.83614,0.225,13.72453,-0.0508,-0.11495,-13.86345,5.25694,-11.33079,3,2,2,1,4
915,-7.49219,-3.29362,-17.79791,13.72208,0.07614,0.26452,-18.9683,6.25826,11.86617,3,2,1,2,5
2392,1.21596,-0.36447,3.6908,14.14056,-0.07877,-0.05902,3.84553,-7.13402,1.47033,3,2,2,1,3
4967,-11.20589,31.43482,-9.16994,13.93398,-0.04654,-0.28358,-5.98767,-12.30079,-4.08007,3,2,2,1,3
6604,-0.1234,-0.80456,0.45692,13.93318,0.0232,0.33685,-18.04715,2.41208,-4.50514,3,2,2,1,4
3042,-8.14147,-3.49885,-19.63996,13.72058,-0.1213,-0.33138,-4.19634,6.98803,3.31029,3,2,1,1,3
2421,-11.71278,-6.73486,-19.42479,13.58833,0.01458,0.30673,-11.83946,1.57334,5.61039,3,2,2,1,5
2802,-10.63235,-4.40056,-25.92424,13.79211,-0.06101,-0.022,-3.80348,7.04581,-2.89381,2,2,2,2,2
6926,-6.20687,-2.84948,-14.54109,13.99982,-0.12017,-0.16198,-4.3093,4.83348,-5.40549,3,2,1,1,3
5590,30.45966,-5.65682,-14.2337,14.00197,-0.05477,-0.17833,9.7438,0.3652,8.70525,3,2,2,1,3
6035,-0.84045,-1.04143,-1.28228,14.06969,-0.07457,-0.09106,9.13958,14.33279,-9.75005,3,2,2,2,2
225,-16.7473,-6.66142,-42.60187,13.72917,0.19072,0.93917,-19.13261,-10.41334,1.45209,3,2,1,2,4
418,-13.25482,-5.35173,-32.92435,13.78848,-0.142,-0.36926,-3.86675,-0.87318,-1.81671,3,2,1,1,3
2807,-9.05959,-3.84207,-21.82214,13.65239,-0.03715,-0.00497,-2.71269,-16.59314,-4.98743,3,2,2,1,6
7646,-15.0953,74.61466,-33.10091,13.86163,-0.11573,-0.35659,7.39356,-10.3163,-5.08202,1,2,2,1,3
765,-22.71959,-9.39002,-60.04795,13.86053,-0.07405,-0.1989,9.2131,9.83786,-4.67147,3,2,1,2,5
6034,-6.39662,-2.91475,-15.0196,13.93277,0.05058,0.52598,10.95157,-13.50625,2.73043,3,2,1,1,4
1376,-3.47521,-1.97014,-8.05636,14.00182,-0.11352,-0.21706,-3.37798,-6.66453,-12.80073,3,2,2,1,3
384,-3.30115,-1.86209,-7.30242,14.0038,-0.09554,-0.32522,1.18885,-6.64648,-3.34944,3,2,2,1,3
934,-5.49161,-2.60438,-12.74416,13.9284,-0.09001,-0.0411,2.15189,-10.42494,-19.93924,3,2,1,16,5
2800,-4.75123,-2.35212,-10.89495,13.99958,-0.08865,-0.12907,0.58745,3.48869,-0.49168,1,2,2,1,5
305,-17.1309,-5.93699,-44.57884,13.5807,-0.10889,-0.42263,-3.95001,11.58192,8.11424,3,2,1,1,3
320,-28.75366,-11.62569,-79.89398,13.23188,-0.07538,-0.22816,-8.77412,17.34765,-10.13693,3,2,2,1,4
3246,0.0175,-9.28235,-74.84745,13.51225,-0.07308,-0.31663,2.02933,-4.61376,12.74566,3,2,2,1,5
8119,-0.90349,-1.0623,-1.43548,14.0011,-0.01153,0.09594,8.54598,-15.2687,2.01385,1,2,2,1,6
1775,4.83337,1.69508,12.41518,14.07243,-0.05213,-0.19524,-8.4369,-6.59966,-2.60452,3,2,2,2,3
5512,-5.98861,-2.77454,-13.99164,13.79744,1.57738,-0.45571,7.11592,2.1194,-0.76909,3,2,1,1,3
135,3.24394,0.2969,8.55873,14.07291,-0.01588,-0.03681,-8.36581,-2.17461,2.63852,3,2,1,1,3
4019,2.25931,-0.02353,6.19886,14.00091,-0.07092,-0.10988,3.51588,-6.59364,0.15654,3,2,1,2,5
6825,-4.85942,-2.38889,-11.16449,13.86228,-0.08889,-0.04916,3.43176,-1.39701,1.48876,1,2,2,2,4
517,0.18451,-0.70312,1.20197,14.06933,-0.0933,-0.05649,-9.13192,20.80539,6.04318,1,2,2,1,5
4824,-4.62482,-2.3092,-10.58027,14.00192,-0.0282,0.08781,-7.02351,-5.41596,1.82108,1,2,2,3,3
1690,-2.46633,-1.58223,-5.25014,14.07171,-0.10603,-0.18607,2.83821,4.68732,2.49244,3,2,2,1,3
2430,-10.87587,-4.48781,-26.56556,14.06992,-0.08424,-0.06222,-9.11109,-19.0642,7.07269,1,2,2,1,3
8193,-1.78822,-1.35603,-3.59086,13.86104,0.41928,-0.11239,-9.38188,17.69457,11.48633,3,2,2,1,6
5757,-13.27621,12.36412,-31.65488,13.86005,-0.14356,-0.2932,9.13849,-1.6305,-9.37603,3,2,1,1,3
3187,-11.98502,-4.97484,-29.77392,13.5841,0.2838,-0.08212,8.9329,10.05573,-4.91017,3,2,2,1,5
289,-20.97442,-8.39524,-55.58018,13.86131,0.0141,0.4058,0.3319,-8.50921,-11.97083,3,2,1,1,2
1290,-8.95731,-3.80604,-21.55766,14.00098,-0.06871,-0.0709,-5.30148,-3.80626,-4.82002,3,2,2,1,2
6787,0.79088,-0.50383,2.66633,13.99893,-0.0962,-0.09936,-15.49951,11.2803,6.7935,3,2,2,1,3
1055,-27.39517,-17.96566,-33.93539,13.57904,-0.0896,0.00389,-4.96371,-11.66421,3.05664,3,2,1,1,5
4328,-0.24816,-0.8457,0.15475,14.14056,-0.07877,-0.05902,2.59824,3.39784,-2.91312,3,2,2,1,3
4630,-3.05826,-1.7805,-6.70416,14.07013,-0.09204,-0.06592,5.35309,16.8296,5.42175,3,2,2,1,5
5465,2.0243,-0.10019,5.63466,14.07014,-0.09466,-0.09392,14.34454,-14.05042,-3.84916,3,2,2,1,3
6928,-13.95468,-5.61007,-34.82936,13.64887,-0.08621,0.04484,4.66061,-18.92699,-4.6178,3,2,2,2,2
5659,-1.71168,-1.33055,-3.40397,13.85829,-0.1053,0.04509,-7.03033,-15.87277,11.08536,3,2,1,1,3
7681,1.09368,-0.40452,3.39628,14.14056,-0.07877,-0.05902,0.30912,-0.64204,-10.61313,3,2,2,1,3
956,-8.51614,-3.65102,-20.41995,13.7893,-0.10182,-0.02303,1.02515,-11.33149,0.64779,3,2,2,1,6
6398,-6.25624,-2.84346,-17.49673,13.78803,-0.07954,-0.15509,-5.19857,-0.93899,-11.08501,3,2,1,2,6
4908,-12.65529,-5.13197,-31.30521,13.58923,0.01019,0.20652,-6.52758,5.64479,-1.77502,3,2,1,1,4
5671,-17.80043,-7.06688,-45.60894,13.45122,-0.16002,-0.24877,2.72923,10.17966,0.60838,2,2,2,2,3
3548,-17.68897,-6.70726,-47.61858,13.65072,-0.2221,-0.58839,-6.73558,8.40719,9.9798,3,2,1,1,3
8116,-5.14831,-2.99212,-11.47953,13.72544,1.57247,-0.0493,-1.20379,-2.7796,-13.91191,3,2,2,1,2
72,1.73821,-0.30942,4.24188,13.93028,-0.11571,-0.25413,-11.31125,6.93842,-7.10881,3,2,2,1,3
5205,-13.76074,-6.92378,-26.4857,13.86102,-0.08498,-0.00039,-12.96065,-1.98523,2.82317,3,2,2,1,4
7494,-2.14826,-1.47601,-4.47101,14.14056,-0.07877,-0.05902,8.24104,-6.42074,15.17884,3,2,2,2,3
960,-8.52706,-3.62275,-23.78603,13.92831,-0.13088,-0.22379,-7.37671,5.69698,4.19215,3,2,2,1,3
6987,-22.09093,60.44274,-54.05994,13.86127,-0.09908,-0.35823,6.53019,-11.53786,-3.7628,3,2,1,2,3
7899,-0.62884,-0.97143,-0.76841,14.07151,-0.02616,0.16584,-4.80391,2.25714,-5.72093,1,2,2,6,6
1777,-9.15281,-3.87494,-22.06341,13.93198,-0.04985,-0.05029,-15.40214,13.54504,-11.58996,3,2,2,1,3
4236,-8.63812,-3.3327,-22.8038,13.92994,-0.09606,-0.28659,-4.65761,-7.85284,-7.88457,9,2,2,1,3
7938,580.59042,-11.1928,117.24948,14.14056,-0.07877,-0.05902,-13.71447,-0.57916,8.00767,3,2,1,2,3
8213,-5.54172,-2.62151,-12.86972,13.79328,-0.10071,-0.28395,-3.31844,2.99915,10.66618,3,2,1,1,3
342,-14.51004,-5.80024,-36.41029,13.72011,-0.05383,-0.2715,4.33275,9.99167,0.57207,3,2,1,1,3
209,-13.10869,-5.29803,-32.52861,14.07034,-0.0805,-0.05209,4.79674,2.16935,-2.8385,3,2,2,1,4
5813,13.80231,-4.85809,-45.24994,13.78775,-0.15886,-0.09039,-0.48468,-12.50554,-7.81739,3,2,2,1,3
461,-12.30474,-4.974,-30.85867,13.65424,-0.17878,-0.55075,-10.35885,1.01034,-8.0602,3,2,1,1,3
5367,-10.69609,-4.40832,-26.1488,14.00432,-0.11239,-0.2897,3.85148,3.10698,-11.27433,1,2,2,1,3
1355,-9.37522,-3.95348,-22.64002,13.86961,0.18486,0.7734,0.8198,-4.27901,-2.21264,1,2,1,1,4
6807,-7.05164,-3.14084,-16.67746,14.06962,-0.07712,-0.03155,2.53307,13.33799,-15.22618,1,2,2,11,4
3155,-10.21734,-4.25236,-24.83522,13.64962,-0.11013,-0.06191,2.56388,-0.73441,-8.83316,3,2,2,1,3
6213,-11.4832,-4.36745,-29.02743,13.93274,-0.03742,0.19013,-8.43954,-0.17864,-11.16792,3,2,1,1,5
6101,-3.67093,-1.98657,-8.21504,14.00287,-0.05476,0.31353,-17.90189,-2.61095,3.03752,3,2,1,2,5
1417,-11.60484,-4.75027,-28.49564,13.72071,-0.00058,0.23149,-22.92392,5.48292,-4.52215,3,2,1,1,4
1526,-3.01243,-1.76513,-6.5914,13.7274,-0.02179,0.14863,-0.31453,5.61789,3.36775,3,2,2,1,3
3901,-12.52055,-5.08277,-30.94291,13.93504,0.0876,0.66114,-5.7348,13.30063,-12.94774,3,2,2,2,4
2479,1.85814,0.05106,3.88214,14.07037,-0.09905,-0.09789,-1.28977,-8.94309,-6.23861,1,2,2,1,3
4707,-2.37489,1.51651,-26.93817,14.14056,-0.07877,-0.05902,6.92285,1.67108,-10.66107,3,2,1,2,3
6328,2.77673,8.86906,-4.74755,13.92984,-0.11307,-0.19915,1.39828,11.97759,8.80516,3,2,1,1,3
1012,-7.00337,-2.85639,-18.24263,13.65398,-0.07076,-0.72557,-10.18309,-2.37023,-9.40553,3,2,2,1,3
1766,-6.53036,28.81386,-13.04355,14.07271,-0.04123,-0.17387,8.3121,-1.68089,-9.86604,3,2,1,1,3
8019,-4.79999,-2.36869,-11.0164,13.72706,0.03233,-0.03914,-10.24393,-11.42999,16.32374,3,2,1,1,3
4270,0.13337,-1.23685,-2.99244,14.06987,-0.09013,-0.07739,-3.63035,2.74254,-9.33538,3,2,2,2,3
1513,-1.51573,-1.26539,-2.9259,13.72107,0.36816,-0.3907,8.49213,3.4919,17.28469,3,2,2,1,3
1211,-0.50181,-0.92945,-0.46016,13.72637,0.54347,0.33854,-15.28787,-13.00642,-9.7513,3,2,2,1,5
2086,-21.59445,-8.71241,-57.51842,13.93127,-0.06902,0.06343,-7.99913,10.98602,-1.70955,1,2,2,1,4
6565,-9.42379,-3.70136,-24.46257,13.86044,-0.07823,-0.23113,2.62651,-6.88227,-11.27773,2,2,2,2,3
2385,-12.4366,-5.05216,-30.71747,13.72281,-0.11675,-0.35847,-8.18182,3.06076,-19.43344,3,2,1,1,3
8312,-18.20206,50.55437,-41.49929,13.72611,-0.03987,0.09979,-7.09155,-10.7147,-1.87173,3,2,1,16,5
6193,-29.35769,-11.94147,-81.92258,13.30562,0.02498,0.1793,8.01457,-2.35655,3.62294,3,2,1,1,5
313,-12.61439,17.48022,-18.4766,13.86211,-0.08075,-0.14131,-10.96487,-2.67462,10.19196,3,2,1,1,3
2397,-9.3221,-3.9347,-22.5022,13.79698,2.0516,-0.01846,14.07716,-7.86432,-6.74677,3,2,2,1,2
489,-6.09161,-2.80989,-14.25082,14.07015,-0.06098,0.01169,-4.82245,-1.51405,-4.45144,1,2,1,1,4
1396,-8.79607,-2.93807,-25.14565,14.07084,-0.07933,-0.09601,4.01809,3.06452,-10.71052,3,2,1,2,5
2561,-14.5607,-5.8354,-36.49238,13.79799,-0.05854,-0.12716,5.88487,5.05953,16.11903,2,2,2,2,5
6629,-6.41102,-2.91971,-15.05594,13.86132,-0.08566,-0.04982,-1.47039,-17.68082,8.03078,3,2,2,1,3
4467,-5.68329,-2.66993,-13.22469,13.79246,-0.04742,0.24159,-15.52324,0.11715,-18.04109,2,2,2,2,5
334,-7.50364,-3.2976,-17.8271,14.00263,-0.10397,-0.3729,-1.31335,1.99624,4.65621,3,2,1,1,3
4821,-13.05382,-5.27789,-32.38021,13.79374,0.06753,0.65267,2.32568,-10.52332,2.34018,3,2,2,2,4
6739,-10.88198,-4.30311,-28.53937,13.86207,-0.15059,-0.5319,1.68124,8.05672,-2.49113,3,2,1,2,3
5830,0.57794,-0.57374,2.15251,14.0029,-0.11162,-0.39262,-2.6011,2.60416,0.25899,3,2,2,1,3
7429,-4.88075,-2.39615,-11.21766,13.92924,-0.12111,-0.04706,17.75181,0.81279,-3.76618,3,2,2,2,3
3000,-5.11569,-2.47612,-11.8039,14.07059,-0.10602,-0.15855,-14.813,-9.43916,3.85357,3,2,2,1,4
7024,-21.55106,-10.12793,-45.09495,13.79389,0.1051,0.43276,8.02689,1.579,12.20386,1,2,2,1,2
8143,-3.20213,-1.82881,-7.05839,13.79109,-0.10733,0.01191,-4.45163,0.18287,-4.50493,2,2,2,2,5
2008,-6.325,-2.8901,-14.83889,13.86266,-0.09279,-0.39162,-4.32474,0.17792,5.47409,3,2,1,2,3
7120,-0.56016,-0.94873,-0.60172,14.07076,-0.09583,-0.01489,-0.29323,-11.44658,-0.31532,3,2,2,2,3
1358,-6.41752,-2.92194,-15.07236,13.93266,-0.1016,-0.20338,-5.52928,-6.21565,1.88905,3,2,1,1,5
7868,-1.5616,-1.28064,-3.03777,14.00081,-0.13442,-0.24214,-15.55841,6.70108,-15.44835,3,2,1,1,3
4689,-16.36789,-6.58797,-41.63187,13.58155,-0.21669,-0.52494,-10.30392,10.01843,-5.19685,2,2,2,2,3
87,-5.64785,-2.6578,-13.13579,14.07092,-0.06122,-0.01929,-3.79702,0.55935,-5.59664,3,2,2,1,3
1769,-0.86947,-1.05104,-1.3528,13.92981,-0.11054,-0.0686,-11.23078,3.86199,17.32885,3,2,2,2,3
985,-5.23106,-2.51544,-12.09219,13.86031,-0.07484,-0.10152,-4.26763,-4.11988,-0.41825,3,2,1,2,3
2757,-2.58748,-1.62275,-5.54729,14.07138,-0.07706,0.0664,12.54999,-12.22784,0.38752,3,2,2,1,3
4984,3.33647,0.12487,7.33485,14.07021,-0.07611,-0.08121,-3.86423,-2.19898,-10.04607,1,2,2,1,3
7375,1.20395,-0.3684,3.66189,13.85933,-0.13532,-0.07718,4.77474,-16.64111,3.68818,3,2,2,1,3
1120,-1.1861,-1.15596,-2.12287,14.07074,-0.05932,-0.08386,-3.35447,-3.73741,-5.36754,1,2,2,7,4
5716,-8.19079,-3.24831,-19.739,13.9306,-0.08158,0.22282,7.64102,-5.41515,-12.10819,3,2,1,1,3
902,-5.92731,-2.63963,-14.66746,13.86142,-0.08425,-0.10189,3.7913,-12.50504,1.359,3,2,2,1,3
6980,-27.55294,-11.90417,-71.85771,13.08801,-0.1674,-0.82965,-0.62553,-12.9426,3.30657,3,2,2,16,3
935,-16.126,-5.65088,-46.68953,13.58336,-0.1511,-0.78293,-0.97099,-11.1505,-8.85185,3,2,2,1,3
7810,-4.511,-2.27058,-10.29717,13.92952,-0.14958,-0.21487,14.1324,12.80658,2.78838,3,2,1,1,3
451,-1.72866,-1.3362,-3.44543,14.0703,-0.0923,-0.03379,-10.98498,20.45028,-1.80127,2,2,2,2,3
2690,-1.7191,-1.33302,-3.42209,14.00458,0.01533,0.48449,5.69691,1.77228,-6.2372,1,2,2,1,5
2709,-10.44894,-4.18808,-26.65112,13.85972,-0.11526,-0.04595,16.17095,3.93643,2.67386,3,2,1,1,3
7808,-0.44719,-0.91141,-0.32771,14.14056,-0.07877,-0.05902,-3.7685,16.6984,1.28532,3,2,1,2,4
6219,-12.16896,-4.95473,-30.00021,13.85921,-0.04964,0.23767,-3.36716,4.97312,6.69026,3,2,2,1,4
7764,-8.40705,-3.61279,-20.13937,13.85945,-0.08978,-0.00259,-8.0974,-4.77849,5.33227,3,2,1,1,3
8239,-14.59721,-5.84902,-36.59297,13.93082,-0.10263,0.12601,-5.16168,6.26962,0.12649,3,2,2,1,5
4213,-3.13653,-1.80678,-6.89685,13.79269,-0.06665,0.26729,0.59393,2.70906,-18.81116,3,2,2,2,3
762,-12.2978,-4.46501,-33.94724,13.79177,-0.1356,-0.37288,13.75754,2.04379,-2.56297,3,2,1,2,3
3911,-17.75909,-6.78196,-47.36178,13.93151,-0.1038,-0.18032,8.10617,10.99908,5.36306,3,2,2,1,3
3977,-3.40903,-1.89837,-7.56842,14.07309,-0.09134,-0.35374,12.18706,11.16182,9.6739,3,2,1,1,3
3596,-5.11379,-2.47547,-11.79917,14.00106,-0.09748,-0.22664,-3.22917,0.01126,-9.51565,3,2,1,2,3
4899,-0.81702,-1.03368,-1.22536,14.00308,-0.04892,-0.14513,-18.47463,-1.57635,14.00877,3,2,2,1,4
2146,-3.95901,-2.08377,-8.92766,13.79284,0.03897,0.3004,-5.73297,9.58454,-15.37316,3,2,2,1,3
7093,-4.02227,-2.10514,-9.08432,13.72646,0.00263,0.29792,18.56094,-1.35539,-3.6855,3,2,2,1,4
2577,0.23427,-0.68674,1.32228,13.93008,-0.07443,-0.03132,-7.47398,9.52762,-12.6136,1,2,2,1,3
1494,2.76903,0.14249,7.42124,14.00203,-0.07335,0.22872,1.07095,8.76584,13.68926,3,2,1,1,5
1306,-1.76764,-1.34917,-3.54059,14.00173,-0.05553,0.01352,-20.42936,5.57781,-5.57551,1,2,1,1,5
6385,-9.02141,-3.82861,-21.72337,13.51319,-0.04751,-0.31576,14.29498,-9.11961,-4.43292,1,2,1,1,3
2197,-13.38705,-5.40039,-33.28303,13.65723,0.00251,-0.36317,0.89222,10.80047,14.03906,3,2,2,1,3
3257,-13.65978,-6.97428,-28.31244,13.86566,-0.03758,-0.53987,-10.31098,-6.00586,1.93406,1,2,2,1,3
5704,-13.78724,-5.2322,-36.81323,13.79184,-0.06395,-0.32784,10.86533,8.89109,-3.85542,3,2,1,1,3
7875,0.26187,-2.55503,-17.62183,14.07041,-0.07585,-0.10081,9.12744,4.51368,8.65019,2,2,2,2,3
3627,-4.52519,-2.29048,-10.29842,14.00051,-0.08679,-0.24499,-9.43806,-0.03071,4.92704,3,2,1,1,3
5121,-8.00801,-3.47325,-19.1156,14.07039,-0.08737,-0.02301,-9.68804,-1.40508,0.20515,3,2,2,2,4
6343,1.77801,-0.18061,5.04295,14.14056,-0.07877,-0.05902,-8.79938,-11.38434,8.88979,1,2,2,1,3
4156,-6.97056,-3.11279,-16.47171,14.00227,-0.00904,-0.06929,-12.4428,-3.88018,-11.82925,3,2,2,1,6
552,-5.55359,-2.62556,-12.89946,14.00209,0.29135,-0.02695,-0.20074,-1.14955,4.55576,3,2,2,1,5
7187,-2.50975,-1.59675,-5.35661,14.00069,-0.10074,0.03205,-10.98151,0.34603,15.87844,3,2,2,1,2
2813,2.59773,0.08673,7.01063,14.07104,-0.07721,-0.09357,10.33519,-14.71015,-7.87211,3,2,2,1,3
4601,-3.34866,-1.90467,-7.36693,14.00251,-0.07015,0.0545,-10.44329,4.60822,-9.04459,1,2,2,1,5
3764,-9.77115,-3.52672,-26.56096,13.5804,-0.19013,-0.50615,-10.71346,-0.8112,-6.28029,3,2,1,1,3
3527,-15.10326,-6.03843,-37.99209,13.71841,-0.12565,-0.30564,4.76553,7.96532,-3.17236,1,2,2,1,6
4978,-13.16688,-5.3194,-32.68611,13.37377,-0.12005,-0.54618,-22.5432,0.36869,7.40302,3,2,2,1,3
4303,-9.15605,-3.36221,-25.58265,13.8611,-0.12092,-0.22049,12.97716,2.85472,-2.08014,1,2,1,1,3
4104,-33.48187,23.20332,-97.06642,13.29985,-0.11124,-0.46071,-7.22106,4.52582,4.9167,3,2,2,1,3
8129,-1.59226,-1.29083,-3.11256,14.00311,-0.08659,-0.3759,-8.606,2.03578,5.69097,3,2,2,1,3
46,-10.33704,-4.29504,-25.14881,13.78649,-0.14527,-0.14882,10.87428,13.1429,-2.11877,3,2,1,1,3
913,-11.48233,-4.58621,-28.7892,13.58772,2.28822,-0.58848,-6.67383,9.77649,-3.87594,3,2,2,1,6
3646,-8.84673,-3.76713,-21.27204,13.93285,-0.06182,-0.2101,-14.79815,-10.01924,13.86974,3,2,1,2,3
4590,4.20106,0.60731,10.84765,14.14056,-0.07877,-0.05902,-1.31595,-5.19807,4.97975,2,2,2,2,6
7225,3.18909,0.23939,8.36504,14.07018,-0.10285,-0.1119,1.4497,-5.80368,-11.46698,3,2,1,1,3
863,-47.02039,-40.57005,-7.37656,13.72088,-0.00061,0.39854,-4.51973,-11.06018,8.04675,3,2,2,1,5
292,-15.23823,-6.08913,-38.36679,13.72409,-0.08277,-0.21476,-11.68545,8.44352,-11.26222,3,2,1,1,3
687,-18.37671,-6.92728,-48.6723,13.7216,-0.13763,-0.13935,8.6711,10.33813,-3.88671,3,2,1,1,5
2685,-3.16533,-1.81645,-6.96775,13.9292,-0.10449,-0.16416,-2.48306,-1.89225,-2.52071,2,2,2,2,3
5797,-4.59741,-2.2999,-10.51208,13.86397,-0.05086,-0.4216,2.95979,17.66844,-8.84146,3,2,1,2,3
4977,2.80665,0.15474,7.51142,14.07144,-0.10177,-0.1688,-6.22302,18.49776,-6.47667,3,2,1,1,3
3491,-8.26194,-2.77094,-23.59296,13.86583,-0.04986,0.16393,-8.29829,6.40277,-5.93919,3,2,1,1,2
4398,-11.43521,-4.68902,-28.0451,13.72919,0.14958,0.78737,-6.3122,-10.55516,16.29647,3,2,1,1,5
4945,-4.74483,-2.34995,-10.879,14.00193,-0.10119,-0.17203,0.87047,3.08287,1.27887,3,2,2,1,5
3410,-21.95963,8.0472,-56.62703,13.86018,-0.09999,0.20498,12.39453,4.86545,3.24197,3,2,2,2,5
745,-15.64078,-6.32291,-39.65115,13.58104,-0.07278,-0.269,10.57875,-9.58613,0.23274,3,2,2,1,3
4999,-1.78471,-1.53231,-4.86938,13.79072,0.00161,0.37538,14.30851,6.52041,2.81613,3,2,2,1,5
4105,-4.4753,-2.25848,-10.20844,14.00147,-0.06349,-0.07878,-22.23079,-4.2671,4.94083,3,2,1,2,6
4231,-13.09344,-7.6619,-18.65919,14.00268,-0.06429,0.18538,-11.38493,-3.30604,6.74817,3,2,1,1,3
4010,-23.91765,86.24438,-60.24181,13.30274,-0.17071,-1.16511,8.65262,-11.30997,-7.74176,2,2,2,2,3
4820,3.76296,0.46535,9.80047,14.14056,-0.07877,-0.05902,3.83448,-8.73721,-0.47139,3,2,1,1,6
3488,-29.71811,-12.20545,-83.65418,13.72389,0.02105,0.6608,0.02019,9.82788,7.61607,3,2,1,1,5
2929,-4.79727,-2.36777,-11.00962,13.65663,0.04797,-0.32317,-7.16598,13.42234,7.17528,3,2,1,1,3
1279,-4.52733,-2.27612,-10.33778,14.0701,-0.0914,-0.07818,5.93838,14.56462,4.70309,3,2,1,2,3
3674,-5.86545,-2.73231,-13.68203,13.79048,-0.1618,-0.36048,-3.58586,-5.59019,6.21798,3,2,2,1,3
6214,-9.67553,-4.05978,-23.42063,13.79425,-0.15314,-0.50237,0.50521,5.29538,0.37912,3,2,1,1,5
4178,-12.13999,-5.20667,-29.28767,13.86215,-0.12774,-0.10786,-9.27721,6.58017,1.7161,1,2,2,1,5
4598,-10.07512,-4.20171,-24.46313,14.00131,-0.04351,0.08176,-1.03469,-0.87108,16.82887,1,2,1,1,4
8075,-9.23613,-3.90434,-22.27927,13.85806,-0.12167,-0.13615,-3.63868,-4.29701,-7.6133,3,2,1,2,3
5359,-20.88308,-7.81023,-59.45065,13.51195,-0.16427,-0.17101,-1.16159,-11.90635,-7.43117,3,2,1,1,3
6365,1.19668,-0.37078,3.64436,14.06994,-0.06254,-0.03453,-3.17748,4.67157,4.59878,3,2,1,1,4
2894,-3.70952,-1.99958,-8.31043,13.8639,0.05932,0.57419,13.43595,11.35577,14.28703,3,2,2,2,6
1900,-10.06676,-4.19874,-24.44128,14.00112,-0.04097,-0.07183,-0.7773,3.73308,19.31975,3,2,1,1,5
7805,2.37501,0.01418,6.47648,14.14056,-0.07877,-0.05902,-2.1019,3.61003,3.93353,2,2,2,2,3
4301,-10.78751,-4.45613,-26.33267,14.00129,-0.03511,0.15761,-2.21,4.90525,-3.70125,3,2,2,1,2
7382,46.16382,-4.4815,-49.46892,13.51642,-0.05172,-0.18228,1.6492,-3.83316,12.82283,1,2,2,1,3
7843,30.90869,-2.88936,-33.61657,13.86263,-0.09602,-0.21249,12.84701,2.14967,-1.22333,1,2,2,2,3
2819,-6.85271,-3.35261,-16.77818,13.72285,-0.05109,-0.30783,-6.03543,10.97066,1.03956,3,2,2,1,3
7499,0.84268,-0.48683,2.79126,14.07044,-0.08854,0.04415,0.79364,-1.85074,-5.6828,3,2,2,1,3
1138,-4.87289,-2.39347,-11.19808,13.93191,-0.06411,-0.17078,-0.20518,-3.79591,3.34335,3,2,2,1,3
5448,-8.26329,-3.56246,-19.77011,13.58456,0.40675,-0.32083,-8.98587,15.22664,0.55532,2,2,2,2,5
5440,-4.74268,-2.34922,-10.87365,14.14056,-0.07877,-0.05902,3.26173,-10.42102,-0.52293,3,2,2,14,3
1889,-9.53546,-3.95859,-23.08934,13.9361,0.0368,-0.08258,3.87432,9.90014,-10.78914,3,2,1,2,3
4585,-3.70098,-1.21695,-12.13559,13.79562,0.41903,-0.5012,-3.86411,-4.74564,-13.5788,3,2,1,1,6
4363,-6.44664,-2.74629,-15.56701,14.00084,-0.11222,-0.16414,7.60052,10.13774,-1.19063,1,2,2,7,5
7691,-2.94052,-1.741,-6.4145,13.93188,-0.04276,-0.16307,7.53083,-3.28387,5.54708,3,2,1,1,3
