Entry	Entry name	Status	Length	Mass	Gene names  (primary )
Q9NUM3	S39A9_HUMAN	reviewed	307	32,251	SLC39A9
Q8N1S5	S39AB_HUMAN	reviewed	342	35,396	SLC39A11
Q969E2	SCAM4_HUMAN	reviewed	229	25,728	SCAMP4
P82664	RT10_HUMAN	reviewed	201	22,999	MRPS10
Q93073	SBP2L_HUMAN	reviewed	1101	121,776	SECISBP2L
Q86YT5	S13A5_HUMAN	reviewed	568	63,062	SLC13A5
P62851	RS25_HUMAN	reviewed	125	13,742	RPS25
Q9UDX4	S14L3_HUMAN	reviewed	400	46,048	SEC14L3
Q7Z3Q1	S46A3_HUMAN	reviewed	461	51,519	SLC46A3
Q96FL8	S47A1_HUMAN	reviewed	570	61,922	SLC47A1
Q9Y3D5	RT18C_HUMAN	reviewed	142	15,850	MRPS18C
Q8N413	S2545_HUMAN	reviewed	288	31,906	SLC25A45
Q96H78	S2544_HUMAN	reviewed	314	35,392	SLC25A44
Q9H1U9	S2551_HUMAN	reviewed	297	33,672	SLC25A51
Q8N755	S66A3_HUMAN	reviewed	202	22,575	SLC66A3
Q8N1H7	S6OS1_HUMAN	reviewed	587	68,166	SIX6OS1
Q9UPW6	SATB2_HUMAN	reviewed	733	82,555	SATB2
Q8IYX7	SAXO1_HUMAN	reviewed	474	54,621	SAXO1
Q1RMZ1	SAMTR_HUMAN	reviewed	405	46,324	BMT2
Q14190	SIM2_HUMAN	reviewed	667	73,219	SIM2
Q9Y566	SHAN1_HUMAN	reviewed	2161	224,959	SHANK1
Q16181	SEPT7_HUMAN	reviewed	437	50,680	SEPTIN7
Q7Z3B0	SIM15_HUMAN	reviewed	74	8,625	SMIM15
P0DPB3	SCHI1_HUMAN	reviewed	487	53,480	SCHIP1
Q9Y6X0	SETBP_HUMAN	reviewed	1596	175,008	SETBP1
A0A1B0GUA5	SIM32_HUMAN	reviewed	103	10,859	SMIM32
A0A1B0GW64	SIM33_HUMAN	reviewed	132	14,123	SMIM33
A6NL88	SHSA7_HUMAN	reviewed	538	56,214	SHISA7
Q9BVH7	SIA7E_HUMAN	reviewed	336	38,443	ST6GALNAC5
Q96RL6	SIG11_HUMAN	reviewed	698	75,795	SIGLEC11
P61647	SIA8F_HUMAN	reviewed	398	44,836	ST8SIA6
O95475	SIX6_HUMAN	reviewed	246	27,687	SIX6
Q11206	SIA4C_HUMAN	reviewed	333	38,045	ST3GAL4
Q8NFY4	SEM6D_HUMAN	reviewed	1073	119,872	SEMA6D
Q96LC7	SIG10_HUMAN	reviewed	697	76,592	SIGLEC10
O00560	SDCB1_HUMAN	reviewed	298	32,444	SDCBP
O95486	SC24A_HUMAN	reviewed	1093	119,749	SEC24A
Q5VUM1	SDHF4_HUMAN	reviewed	108	12,213	SDHAF4
Q9UJW9	SRTD3_HUMAN	reviewed	196	21,769	SERTAD3
Q5JUX0	SPIN3_HUMAN	reviewed	258	29,207	SPIN3
P08294	SODE_HUMAN	reviewed	240	25,851	SOD3
O43597	SPY2_HUMAN	reviewed	315	34,688	SPRY2
Q86TD4	SRCA_HUMAN	reviewed	932	100,788	SRL
Q9P0W8	SPAT7_HUMAN	reviewed	599	67,719	SPATA7
Q5T0L3	SPT46_HUMAN	reviewed	261	29,150	SPATA46
P49458	SRP09_HUMAN	reviewed	86	10,112	SRP9
P50452	SPB8_HUMAN	reviewed	374	42,767	SERPINB8
Q53GS9	SNUT2_HUMAN	reviewed	565	65,381	USP39
A8MWV9	SM34A_HUMAN	reviewed	139	15,007	SMIM34A
Q02086	SP2_HUMAN	reviewed	613	64,900	SP2
P30825	SL7A1_HUMAN	reviewed	629	67,638	SLC7A1
Q86XE0	SNX32_HUMAN	reviewed	403	46,399	SNX32
P55000	SLUR1_HUMAN	reviewed	103	11,186	SLURP1
Q8NDV3	SMC1B_HUMAN	reviewed	1235	143,908	SMC1B
A6NJY1	SL9P1_HUMAN	reviewed	282	30,828	SLC9B1P1
Q9BQ15	SOSB1_HUMAN	reviewed	211	22,338	NABP2
Q14BN4	SLMAP_HUMAN	reviewed	828	95,198	SLMAP
O75324	SNN_HUMAN	reviewed	88	9,497	SNN
Q8TAD8	SNIP1_HUMAN	reviewed	396	45,778	SNIP1
Q13425	SNTB2_HUMAN	reviewed	540	57,950	SNTB2
B2RUZ4	SMIM1_HUMAN	reviewed	78	8,749	SMIM1
Q8IW75	SPA12_HUMAN	reviewed	414	47,175	SERPINA12
P28370	SMCA1_HUMAN	reviewed	1054	122,605	SMARCA1
Q9H4F8	SMOC1_HUMAN	reviewed	434	48,163	SMOC1
P51532	SMCA4_HUMAN	reviewed	1647	184,646	SMARCA4
Q99932	SPAG8_HUMAN	reviewed	485	51,139	SPAG8
O60224	SSX4_HUMAN	reviewed	188	21,858	SSX4; SSX4B
Q86Y82	STX12_HUMAN	reviewed	276	31,642	STX12
Q12846	STX4_HUMAN	reviewed	297	34,180	STX4
Q5T5C0	STXB5_HUMAN	reviewed	1151	127,573	STXBP5
Q15208	STK38_HUMAN	reviewed	465	54,190	STK38
Q9HCS7	SYF1_HUMAN	reviewed	855	100,010	XAB2
O75347	TBCA_HUMAN	reviewed	108	12,855	TBCA
Q8IV04	TB10C_HUMAN	reviewed	446	49,712	TBC1D10C
P40200	TACT_HUMAN	reviewed	585	65,634	CD96
P0C1Z6	TFPT_HUMAN	reviewed	253	28,278	TFPT
Q8N9I0	SYT2_HUMAN	reviewed	419	46,872	SYT2
Q07352	TISB_HUMAN	reviewed	338	36,314	ZFP36L1
Q8NFZ5	TNIP2_HUMAN	reviewed	429	48,700	TNIP2
Q6PL24	TMED8_HUMAN	reviewed	325	35,740	TMED8
P10827	THA_HUMAN	reviewed	490	54,816	THRA
Q9H5L6	THAP9_HUMAN	reviewed	903	103,411	THAP9
Q9NVH6	TMLH_HUMAN	reviewed	421	49,518	TMLHE
A0A0U1RQS6	TM275_HUMAN	reviewed	177	17,236	TMEM275
P60321	NANO2_HUMAN	reviewed	138	15,132	NANOS2
Q9ULP0	NDRG4_HUMAN	reviewed	352	38,459	NDRG4
Q9UGV2	NDRG3_HUMAN	reviewed	375	41,409	NDRG3
Q9UHB4	NDOR1_HUMAN	reviewed	597	66,763	NDOR1
Q9Y2A7	NCKP1_HUMAN	reviewed	1128	128,790	NCKAP1
Q00604	NDP_HUMAN	reviewed	133	15,044	NDP
O75340	PDCD6_HUMAN	reviewed	191	21,868	PDCD6
P16284	PECA1_HUMAN	reviewed	738	82,522	PECAM1
Q9BUH6	PAXX_HUMAN	reviewed	204	21,640	PAXX
P13667	PDIA4_HUMAN	reviewed	645	72,932	PDIA4
Q5VY43	PEAR1_HUMAN	reviewed	1037	110,666	PEAR1
Q9P2E7	PCD10_HUMAN	reviewed	1040	112,936	PCDH10
Q9H714	PACER_HUMAN	reviewed	662	73,457	RUBCNL
Q8NC51	PAIRB_HUMAN	reviewed	408	44,965	SERBP1
Q9Y5H5	PCDA9_HUMAN	reviewed	950	102,402	PCDHA9
Q9Y5E8	PCDBF_HUMAN	reviewed	787	86,329	PCDHB15
P20941	PHOS_HUMAN	reviewed	246	28,246	PDC
Q9P0L9	PK2L1_HUMAN	reviewed	805	91,982	PKD2L1
P50542	PEX5_HUMAN	reviewed	639	70,865	PEX5
Q01813	PFKAP_HUMAN	reviewed	784	85,596	PFKP
O43692	PI15_HUMAN	reviewed	258	29,065	PI15
P78356	PI42B_HUMAN	reviewed	416	47,378	PIP4K2B
P07585	PGS2_HUMAN	reviewed	359	39,747	DCN
P22079	PERL_HUMAN	reviewed	712	80,288	LPO
P11086	PNMT_HUMAN	reviewed	282	30,855	PNMT
P50897	PPT1_HUMAN	reviewed	306	34,193	PPT1
P79522	PRR3_HUMAN	reviewed	188	20,640	PRR3
O00232	PSD12_HUMAN	reviewed	456	52,904	PSMD12
Q8N8N7	PTGR2_HUMAN	reviewed	351	38,499	PTGR2
P18433	PTPRA_HUMAN	reviewed	802	90,719	PTPRA
Q96NR3	PTHD1_HUMAN	reviewed	888	101,341	PTCHD1
Q8WXF1	PSPC1_HUMAN	reviewed	523	58,744	PSPC1
I3L0S3	PYAS1_HUMAN	reviewed	204	21,949	PYCARD-AS1
Q9BRQ0	PYGO2_HUMAN	reviewed	406	41,244	PYGO2
Q14644	RASA3_HUMAN	reviewed	834	95,699	RASA3
P01112	RASH_HUMAN	reviewed	189	21,298	HRAS
Q02833	RASF7_HUMAN	reviewed	373	39,945	RASSF7
O14807	RASM_HUMAN	reviewed	208	23,846	MRAS
Q6ZVN8	RGMC_HUMAN	reviewed	426	45,080	HJV
O00212	RHOD_HUMAN	reviewed	210	23,413	RHOD
O14921	RGS13_HUMAN	reviewed	159	19,135	RGS13
Q08116	RGS1_HUMAN	reviewed	209	23,858	RGS1
O75677	RFPL1_HUMAN	reviewed	317	35,491	RFPL1
A6NFN3	RFOX3_HUMAN	reviewed	312	33,873	RBFOX3
Q13017	RHG05_HUMAN	reviewed	1502	172,460	ARHGAP5
O00287	RFXAP_HUMAN	reviewed	272	28,232	RFXAP
Q14CB8	RHG19_HUMAN	reviewed	494	55,756	ARHGAP19
O75916	RGS9_HUMAN	reviewed	674	76,966	RGS9
Q8IZJ4	RGDSR_HUMAN	reviewed	473	52,346	RGL4
Q17R89	RHG44_HUMAN	reviewed	818	89,247	ARHGAP44
P35250	RFC2_HUMAN	reviewed	354	39,157	RFC2
O75783	RHBL1_HUMAN	reviewed	438	48,314	RHBDL1
Q96L21	RL10L_HUMAN	reviewed	214	24,519	RPL10L
P40937	RFC5_HUMAN	reviewed	340	38,497	RFC5
P63173	RL38_HUMAN	reviewed	70	8,218	RPL38
P62891	RL39_HUMAN	reviewed	51	6,407	RPL39
P18077	RL35A_HUMAN	reviewed	110	12,538	RPL35A
O94763	RMP_HUMAN	reviewed	535	59,832	URI1
Q8WU17	RN139_HUMAN	reviewed	664	75,994	RNF139
O75526	RMXL2_HUMAN	reviewed	392	42,814	RBMXL2
Q8TA86	RP9_HUMAN	reviewed	221	26,107	RP9
Q13151	ROA0_HUMAN	reviewed	305	30,841	HNRNPA0
O15514	RPB4_HUMAN	reviewed	142	16,311	POLR2D
Q9NQL2	RRAGD_HUMAN	reviewed	400	45,588	RRAGD
Q9P2E9	RRBP1_HUMAN	reviewed	1410	152,456	RRBP1
Q969S9	RRF2M_HUMAN	reviewed	779	86,601	GFM2
P62269	RS18_HUMAN	reviewed	152	17,719	RPS18
P39019	RS19_HUMAN	reviewed	145	16,060	RPS19
Q9Y291	RT33_HUMAN	reviewed	106	12,629	MRPS33
Q6YBV0	S36A4_HUMAN	reviewed	504	56,157	SLC36A4
Q6P087	RUSD3_HUMAN	reviewed	351	38,461	RPUSD3
P31641	SC6A6_HUMAN	reviewed	620	69,830	SLC6A6
Q9UJJ7	RUSD1_HUMAN	reviewed	312	34,756	RPUSD1
Q9BVN2	RUSC1_HUMAN	reviewed	902	96,444	RUSC1
Q13228	SBP1_HUMAN	reviewed	472	52,391	SELENBP1
Q9H228	S1PR5_HUMAN	reviewed	398	41,775	S1PR5
Q9NVS2	RT18A_HUMAN	reviewed	196	22,184	MRPS18A
P58743	S26A5_HUMAN	reviewed	744	81,264	SLC26A5
Q6ZNE9	RUFY4_HUMAN	reviewed	571	64,350	RUFY4
Q8NET4	RTL9_HUMAN	reviewed	1388	144,280	RTL9
Q92835	SHIP1_HUMAN	reviewed	1189	133,292	INPP5D
O43819	SCO2_HUMAN	reviewed	266	29,810	SCO2
Q92599	SEPT8_HUMAN	reviewed	483	55,756	SEPTIN8
Q149N8	SHPRH_HUMAN	reviewed	1683	193,079	SHPRH
O60902	SHOX2_HUMAN	reviewed	331	34,953	SHOX2
P58005	SESN3_HUMAN	reviewed	492	57,291	SESN3
Q01105	SET_HUMAN	reviewed	290	33,489	SET
Q9BQI5	SGIP1_HUMAN	reviewed	828	89,109	SGIP1
Q9Y617	SERC_HUMAN	reviewed	370	40,423	PSAT1
Q92187	SIA8D_HUMAN	reviewed	359	41,295	ST8SIA4
Q9HBY8	SGK2_HUMAN	reviewed	427	47,604	SGK2
Q6ZVN7	SEML_HUMAN	reviewed	128	14,085	SEM1
O14492	SH2B2_HUMAN	reviewed	632	67,738	SH2B2
Q9NQF3	SERHL_HUMAN	reviewed	203	22,471	SERHL
Q9Y274	SIA10_HUMAN	reviewed	331	38,214	ST3GAL6
P55735	SEC13_HUMAN	reviewed	322	35,541	SEC13
Q5HYK7	SH319_HUMAN	reviewed	790	86,525	SH3D19
Q9BX95	SGPP1_HUMAN	reviewed	441	49,108	SGPP1
Q9HD15	SRA1_HUMAN	reviewed	236	25,673	SRA1
A6NHP3	SPE2B_HUMAN	reviewed	402	48,290	SPDYE2B
O95149	SPN1_HUMAN	reviewed	360	41,143	SNUPN
Q8NCJ5	SPRY3_HUMAN	reviewed	442	49,694	SPRYD3
Q8N0X7	SPART_HUMAN	reviewed	666	72,833	SPART
A1L4H1	SRCRL_HUMAN	reviewed	1573	165,743	SSC5D
Q9UIV8	SPB13_HUMAN	reviewed	391	44,276	SERPINB13
O60687	SRPX2_HUMAN	reviewed	465	52,972	SRPX2
Q9Y5W9	SNX11_HUMAN	reviewed	270	30,433	SNX11
Q7Z6B7	SRGP1_HUMAN	reviewed	1085	124,264	SRGAP1
Q9NRS6	SNX15_HUMAN	reviewed	342	38,291	SNX15
O94933	SLIK3_HUMAN	reviewed	977	108,934	SLITRK3
P50225	ST1A1_HUMAN	reviewed	295	34,165	SULT1A1
Q8TCJ2	STT3B_HUMAN	reviewed	826	93,674	STT3B
Q8IWU6	SULF1_HUMAN	reviewed	871	101,027	SULF1
Q9HBF5	ST20_HUMAN	reviewed	79	9,024	ST20
Q9Y3M8	STA13_HUMAN	reviewed	1113	124,967	STARD13
O95363	SYFM_HUMAN	reviewed	451	52,357	FARS2
O95416	SOX14_HUMAN	reviewed	240	26,485	SOX14
A0A087X179	TBC3E_HUMAN	reviewed	549	62,131	TBC1D3E
Q969E4	TCAL3_HUMAN	reviewed	200	22,502	TCEAL3
Q15750	TAB1_HUMAN	reviewed	504	54,644	TAB1
B9A6J9	TBC3L_HUMAN	reviewed	549	62,187	TBC1D3L
Q9Y2W6	TDRKH_HUMAN	reviewed	561	62,046	TDRKH
Q8WWU5	TCP11_HUMAN	reviewed	503	56,141	TCP11
Q9P1P5	TAAR2_HUMAN	reviewed	351	40,134	TAAR2
Q96BN2	TADA1_HUMAN	reviewed	335	37,382	TADA1
Q15561	TEAD4_HUMAN	reviewed	434	48,329	TEAD4
Q6PEY2	TBA3E_HUMAN	reviewed	450	49,859	TUBA3E
Q15185	TEBP_HUMAN	reviewed	160	18,697	PTGES3
Q5T9Z0	TEDM1_HUMAN	reviewed	273	31,315	TEDDM1
Q9UK61	TASOR_HUMAN	reviewed	1670	189,032	TASOR
P49368	TCPG_HUMAN	reviewed	545	60,534	CCT3
Q9NUM4	T106B_HUMAN	reviewed	274	31,127	TMEM106B
Q6URK8	TEPP_HUMAN	reviewed	271	30,717	TEPP
Q9NYW0	T2R10_HUMAN	reviewed	307	35,365	TAS2R10
Q9Y6J9	TAF6L_HUMAN	reviewed	622	67,814	TAF6L
Q5JRV8	T255A_HUMAN	reviewed	349	38,449	TMEM255A
P49848	TAF6_HUMAN	reviewed	677	72,668	TAF6
Q6P1X5	TAF2_HUMAN	reviewed	1199	136,971	TAF2
P37840	SYUA_HUMAN	reviewed	140	14,460	SNCA
Q6NSW7	NANP8_HUMAN	reviewed	305	34,673	NANOGP8
Q3BBV0	NBPF1_HUMAN	reviewed	1214	139,258	NBPF1
Q86UW6	N4BP2_HUMAN	reviewed	1770	198,801	N4BP2
Q96RE7	NACC1_HUMAN	reviewed	527	57,258	NACC1
P54296	MYOM2_HUMAN	reviewed	1465	164,896	MYOM2
Q14896	MYPC3_HUMAN	reviewed	1274	140,762	MYBPC3
Q99972	MYOC_HUMAN	reviewed	504	56,972	MYOC
Q01538	MYT1_HUMAN	reviewed	1121	122,329	MYT1
Q9Y5S8	NOX1_HUMAN	reviewed	564	64,871	NOX1
Q9NP64	NO40_HUMAN	reviewed	241	27,570	ZCCHC17
Q7Z494	NPHP3_HUMAN	reviewed	1330	150,864	NPHP3
E9PQR5	NPIB8_HUMAN	reviewed	432	49,617	NPIPB8
C9JG80	NPIB4_HUMAN	reviewed	1138	126,699	NPIPB4
Q8NET5	NFAM1_HUMAN	reviewed	270	29,686	NFAM1
P13056	NR2C1_HUMAN	reviewed	603	67,315	NR2C1
P49116	NR2C2_HUMAN	reviewed	596	65,414	NR2C2
Q9UD57	NKX12_HUMAN	reviewed	310	32,381	NKX1-2
Q86WB0	NIPA_HUMAN	reviewed	502	55,262	ZC3HC1
P26715	NKG2A_HUMAN	reviewed	233	26,314	KLRC1
Q9UI09	NDUAC_HUMAN	reviewed	145	17,114	NDUFA12
Q7RTR0	NLRP9_HUMAN	reviewed	991	113,312	NLRP9
Q8NFW8	NEUA_HUMAN	reviewed	434	48,379	CMAS
Q9P032	NDUF4_HUMAN	reviewed	175	20,266	NDUFAF4
P21359	NF1_HUMAN	reviewed	2839	319,372	NF1
O76041	NEBL_HUMAN	reviewed	1014	116,453	NEBL
Q8NG66	NEK11_HUMAN	reviewed	645	74,192	NEK11
P19338	NUCL_HUMAN	reviewed	710	76,614	NCL
P35658	NU214_HUMAN	reviewed	2090	213,620	NUP214
Q9NWW6	NRK1_HUMAN	reviewed	199	23,193	NMRK1
Q16620	NTRK2_HUMAN	reviewed	822	91,999	NTRK2
Q96DL1	NXPE2_HUMAN	reviewed	559	64,901	NXPE2
O95190	OAZ2_HUMAN	reviewed	189	21,011	OAZ2
P39877	PA2G5_HUMAN	reviewed	138	15,674	PLA2G5
P41217	OX2G_HUMAN	reviewed	278	31,264	CD200
Q8NHW6	OTOSP_HUMAN	reviewed	89	9,939	OTOS
Q96RD7	PANX1_HUMAN	reviewed	426	48,050	PANX1
Q9HC56	PCDH9_HUMAN	reviewed	1237	136,064	PCDH9
Q07343	PDE4B_HUMAN	reviewed	736	83,343	PDE4B
Q9UKK3	PARP4_HUMAN	reviewed	1724	192,595	PARP4
Q76G19	PDZD4_HUMAN	reviewed	769	86,171	PDZD4
Q9Y5H9	PCDA2_HUMAN	reviewed	948	102,063	PCDHA2
Q9UN70	PCDGK_HUMAN	reviewed	934	101,077	PCDHGC3
Q9Y5I0	PCDAD_HUMAN	reviewed	950	102,483	PCDHA13
Q9Y5F3	PCDB1_HUMAN	reviewed	818	90,491	PCDHB1
Q08174	PCDH1_HUMAN	reviewed	1060	114,743	PCDH1
Q9Y5H4	PCDG1_HUMAN	reviewed	931	101,226	PCDHGA1
Q9UMR5	PPT2_HUMAN	reviewed	302	34,225	PPT2
Q9NUX5	POTE1_HUMAN	reviewed	634	71,442	POT1
A3QJZ6	PRA22_HUMAN	reviewed	481	55,489	PRAMEF22
A0A0B4J2F0	PIOS1_HUMAN	reviewed	54	6,313	PIGBOS1
P20264	PO3F3_HUMAN	reviewed	500	50,327	POU3F3
Q96S07	PRR25_HUMAN	reviewed	402	40,998	PRR25
E5RG02	PRS46_HUMAN	reviewed	174	19,341	PRSS46P
P25786	PSA1_HUMAN	reviewed	263	29,556	PSMA1
E9PB15	PTG3L_HUMAN	reviewed	166	19,074	PTGES3L
Q15269	PWP2_HUMAN	reviewed	919	102,452	PWP2
Q15262	PTPRK_HUMAN	reviewed	1439	162,102	PTPRK
Q6ZW05	PTHD4_HUMAN	reviewed	846	96,371	PTCHD4
Q96BW5	PTER_HUMAN	reviewed	349	39,018	PTER
Q00765	REEP5_HUMAN	reviewed	189	21,493	REEP5
O75452	RDH16_HUMAN	reviewed	317	35,673	RDH16
Q9Y5S9	RBM8A_HUMAN	reviewed	174	19,889	RBM8A
Q9Y4C8	RBM19_HUMAN	reviewed	960	107,332	RBM19
Q13972	RGRF1_HUMAN	reviewed	1273	145,234	RASGRF1
O43665	RGS10_HUMAN	reviewed	181	21,210	RGS10
P49795	RGS19_HUMAN	reviewed	217	24,636	RGS19
A6NJZ7	RIM3C_HUMAN	reviewed	1639	180,950	RIMBP3C
A6NLU0	RFPLA_HUMAN	reviewed	287	32,238	RFPL4A
Q9NVN3	RIC8B_HUMAN	reviewed	520	58,825	RIC8B
Q8IUF8	RIOX2_HUMAN	reviewed	465	52,800	RIOX2
Q9NWS8	RMND1_HUMAN	reviewed	449	51,604	RMND1
Q9H0X6	RN208_HUMAN	reviewed	261	27,964	RNF208
Q5VTB9	RN220_HUMAN	reviewed	566	62,765	RNF220
P49247	RPIA_HUMAN	reviewed	311	33,269	RPIA
Q9H9Y6	RPA2_HUMAN	reviewed	1135	128,229	POLR1B
P04844	RPN2_HUMAN	reviewed	631	69,284	RPN2
Q9NQ39	RS10L_HUMAN	reviewed	176	20,120	RPS10P5
Q2QD12	RPEL1_HUMAN	reviewed	228	25,023	RPEL1
Q9BQC6	RT63_HUMAN	reviewed	102	12,266	MRPL57
Q2M3R5	S35G1_HUMAN	reviewed	365	39,836	SLC35G1
Q8WUX1	S38A5_HUMAN	reviewed	472	51,457	SLC38A5
Q9C0K1	S39A8_HUMAN	reviewed	460	49,631	SLC39A8
Q6AZY7	SCAR3_HUMAN	reviewed	606	65,137	SCARA3
B5MCN3	S14L6_HUMAN	reviewed	397	45,364	SEC14L6
Q15424	SAFB1_HUMAN	reviewed	915	102,642	SAFB
Q9BY50	SC11C_HUMAN	reviewed	192	21,542	SEC11C
P06702	S10A9_HUMAN	reviewed	114	13,242	S100A9
P23526	SAHH_HUMAN	reviewed	432	47,716	AHCY
Q8N4F4	S22AO_HUMAN	reviewed	552	61,701	SLC22A24
Q5VYP0	S31A3_HUMAN	reviewed	1347	148,706	SPATA31A3
Q86VW1	S22AG_HUMAN	reviewed	577	64,614	SLC22A16
Q8N2U9	S66A2_HUMAN	reviewed	271	30,478	SLC66A2
Q8N1F8	S11IP_HUMAN	reviewed	1088	120,259	STK11IP
Q9Y267	S22AE_HUMAN	reviewed	594	66,684	SLC22A14
Q9NZ71	RTEL1_HUMAN	reviewed	1219	133,683	RTEL1
Q8TEE9	SAP25_HUMAN	reviewed	199	20,873	SAP25
Q01826	SATB1_HUMAN	reviewed	763	85,957	SATB1
A0A286YEY9	SCGR1_HUMAN	reviewed	88	8,607	SCYGR1
Q9NSC2	SALL1_HUMAN	reviewed	1324	140,405	SALL1
Q8WXD2	SCG3_HUMAN	reviewed	468	53,005	SCG3
Q6SZW1	SARM1_HUMAN	reviewed	724	79,388	SARM1
Q8WVM8	SCFD1_HUMAN	reviewed	642	72,380	SCFD1
Q9Y6X1	SERP1_HUMAN	reviewed	66	7,374	SERP1
Q96LT4	SAMD8_HUMAN	reviewed	415	48,321	SAMD8
Q9BWM7	SFXN3_HUMAN	reviewed	321	35,503	SFXN3
Q96I15	SCLY_HUMAN	reviewed	445	48,149	SCLY
P04278	SHBG_HUMAN	reviewed	402	43,779	SHBG
Q96SA4	SERC2_HUMAN	reviewed	455	50,742	SERINC2
Q9NTG7	SIR3_HUMAN	reviewed	399	43,573	SIRT3
Q6ZMC9	SIG15_HUMAN	reviewed	328	35,653	SIGLEC15
Q92185	SIA8A_HUMAN	reviewed	356	40,519	ST8SIA1
Q2NKQ1	SGSM1_HUMAN	reviewed	1148	129,718	SGSM1
O43765	SGTA_HUMAN	reviewed	313	34,063	SGTA
Q58EX2	SDK2_HUMAN	reviewed	2172	239,396	SDK2
Q7Z4S9	SH2D6_HUMAN	reviewed	175	19,279	SH2D6
Q7KZ85	SPT6H_HUMAN	reviewed	1726	199,073	SUPT6H
O14508	SOCS2_HUMAN	reviewed	198	22,172	SOCS2
Q8NFV5	SPDE1_HUMAN	reviewed	336	40,668	SPDYE1
A6NLX3	SPDE4_HUMAN	reviewed	237	27,806	SPDYE4
O43791	SPOP_HUMAN	reviewed	374	42,132	SPOP
Q8WXA9	SREK1_HUMAN	reviewed	508	59,380	SREK1
Q9UGK8	SRGEF_HUMAN	reviewed	458	48,981	SERGEF
Q5TF21	SOGA3_HUMAN	reviewed	947	103,199	SOGA3
O00267	SPT5H_HUMAN	reviewed	1087	121,000	SUPT5H
Q9Y5W7	SNX14_HUMAN	reviewed	946	110,182	SNX14
Q969T3	SNX21_HUMAN	reviewed	373	41,365	SNX21
Q9P0Z9	SOX_HUMAN	reviewed	390	44,066	PIPOX
O60749	SNX2_HUMAN	reviewed	519	58,471	SNX2
Q9HCE7	SMUF1_HUMAN	reviewed	757	86,114	SMURF1
Q8NB12	SMYD1_HUMAN	reviewed	490	56,617	SMYD1
O94993	SOX30_HUMAN	reviewed	753	81,854	SOX30
Q8N2I9	STK40_HUMAN	reviewed	435	49,001	STK40
O75486	SUPT3_HUMAN	reviewed	317	35,793	SUPT3H
P49589	SYCC_HUMAN	reviewed	748	85,473	CARS1
Q9NQZ5	STAR7_HUMAN	reviewed	370	43,113	STARD7
P57105	SYJ2B_HUMAN	reviewed	145	15,928	SYNJ2BP
A6NFQ2	TCAF2_HUMAN	reviewed	919	100,906	TCAF2
Q9BVA1	TBB2B_HUMAN	reviewed	445	49,953	TUBB2B
Q8N5C8	TAB3_HUMAN	reviewed	712	78,653	TAB3
Q5VWP2	TET5C_HUMAN	reviewed	391	44,944	TENT5C
Q8IWB9	TEX2_HUMAN	reviewed	1127	125,303	TEX2
Q9UL49	TCFL5_HUMAN	reviewed	500	52,697	TCFL5
P23381	SYWC_HUMAN	reviewed	471	53,165	WARS1
C9J3V5	TEX22_HUMAN	reviewed	150	16,880	TEX22
Q8NHU6	TDRD7_HUMAN	reviewed	1098	123,586	TDRD7
Q9BZK7	TBL1R_HUMAN	reviewed	514	55,595	TBL1XR1
P52948	NUP98_HUMAN	reviewed	1817	197,579	NUP98
Q9NY59	NSMA2_HUMAN	reviewed	655	71,081	SMPD3
Q15646	OASL_HUMAN	reviewed	514	59,226	OASL
Q13438	OS9_HUMAN	reviewed	667	75,562	OS9
Q8NH74	O10A6_HUMAN	reviewed	314	35,318	OR10A6
Q8IWE2	NXP20_HUMAN	reviewed	563	60,742	FAM114A1
Q8NGE5	O10A7_HUMAN	reviewed	316	35,695	OR10A7
Q9UMX2	OAZ3_HUMAN	reviewed	235	27,413	OAZ3
Q9H1B4	NXF5_HUMAN	reviewed	397	45,628	NXF5
P22059	OSBP1_HUMAN	reviewed	807	89,421	OSBP
P58181	O10A3_HUMAN	reviewed	314	35,535	OR10A3
Q8NH00	OR2T4_HUMAN	reviewed	348	39,414	OR2T4
Q8NGX3	O10T2_HUMAN	reviewed	314	35,011	OR10T2
Q8NGS9	O13C2_HUMAN	reviewed	318	35,694	OR13C2
Q7Z3T1	OR2W3_HUMAN	reviewed	314	34,789	OR2W3
Q6IF99	O10K2_HUMAN	reviewed	312	35,029	OR10K2
B2RN74	O11HC_HUMAN	reviewed	326	36,530	OR11H12
Q8NH63	O51H1_HUMAN	reviewed	302	33,766	OR51H1
Q8NGF3	O51D1_HUMAN	reviewed	324	35,839	OR51D1
Q8NH01	O2T11_HUMAN	reviewed	316	34,797	OR2T11
Q8NH04	O2T27_HUMAN	reviewed	317	35,514	OR2T27
Q8NGE2	O2AP1_HUMAN	reviewed	309	34,902	OR2AP1
Q9P0S3	ORML1_HUMAN	reviewed	153	17,371	ORMDL1
O00398	P2Y10_HUMAN	reviewed	339	38,774	P2RY10
P0DN78	OPSG3_HUMAN	reviewed	364	40,584	OPN1MW3
Q8TCG2	P4K2B_HUMAN	reviewed	481	54,744	PI4K2B
P47887	OR1E2_HUMAN	reviewed	323	36,391	OR1E2
Q15619	OR1C1_HUMAN	reviewed	314	35,042	OR1C1
Q8NGS1	OR1J4_HUMAN	reviewed	313	34,959	OR1J4
O43612	OREX_HUMAN	reviewed	131	13,363	HCRT
Q6U736	OPN5_HUMAN	reviewed	354	39,727	OPN5
